貨品分類1,貨品分類2,貨品分類3,貨品編號,品牌,貨品名稱,超市代號,價格,優惠
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000092,灣仔碼頭,北京津白豬肉水餃 180克,WELLCOME,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000092,灣仔碼頭,北京津白豬肉水餃 180克,PARKNSHOP,18.00,買4件慳$14.00
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000092,灣仔碼頭,北京津白豬肉水餃 180克,JASONS,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000759,灣仔碼頭,白菜豬肉水餃 180克,WELLCOME,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000759,灣仔碼頭,白菜豬肉水餃 180克,PARKNSHOP,18.00,買4件慳$14.00
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000759,灣仔碼頭,白菜豬肉水餃 180克,JASONS,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000760,灣仔碼頭,西洋菜豬肉水餃 180克,WELLCOME,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000760,灣仔碼頭,西洋菜豬肉水餃 180克,PARKNSHOP,18.00,買4件慳$14.00
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000000760,灣仔碼頭,西洋菜豬肉水餃 180克,JASONS,27.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003810,御品皇,叉燒包 3件,WELLCOME,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003810,御品皇,叉燒包 3件,JASONS,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004438,御品皇,白菜木耳豬肉水餃 720克,WELLCOME,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004438,御品皇,白菜木耳豬肉水餃 720克,JASONS,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003805,御品皇,白菜豬肉水餃 720克,WELLCOME,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003805,御品皇,白菜豬肉水餃 720克,JASONS,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003809,御品皇,白菜豬肉煎餃 600克,WELLCOME,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003809,御品皇,白菜豬肉煎餃 600克,JASONS,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003804,御品皇,韮菜豬肉水餃 720克,WELLCOME,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003804,御品皇,韮菜豬肉水餃 720克,JASONS,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003808,御品皇,韮菜豬肉煎餃 600克,WELLCOME,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003808,御品皇,韮菜豬肉煎餃 600克,JASONS,40.00,$56任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003803,御品皇,奶皇包 3件,WELLCOME,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003803,御品皇,奶皇包 3件,JASONS,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004407,御品皇,魚肉燒賣 600克,WELLCOME,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004407,御品皇,魚肉燒賣 600克,JASONS,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004434,御品皇,糯米包 3個,WELLCOME,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004434,御品皇,糯米包 3個,JASONS,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003806,御品皇,蝦餃 8件,WELLCOME,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003806,御品皇,蝦餃 8件,JASONS,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004437,御品皇,龍蝦燒賣 600克,WELLCOME,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004437,御品皇,龍蝦燒賣 600克,JASONS,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004436,御品皇,香菇豬肉燒賣 600克,WELLCOME,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004436,御品皇,香菇豬肉燒賣 600克,JASONS,27.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003814,御品皇,珍珠雞 3件,WELLCOME,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003814,御品皇,珍珠雞 3件,JASONS,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004423,御品皇,壽桃蓮蓉包 3個,WELLCOME,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000004423,御品皇,壽桃蓮蓉包 3個,JASONS,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003813,御品皇,蝦肉雲吞皇 10件,WELLCOME,23.00,$38任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003813,御品皇,蝦肉雲吞皇 10件,JASONS,23.00,$38任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003807,御品皇,蝦肉燒賣 10件,WELLCOME,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003807,御品皇,蝦肉燒賣 10件,JASONS,20.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003815,御品皇,蝦肉雲吞 8件,WELLCOME,19.00,$30任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003815,御品皇,蝦肉雲吞 8件,JASONS,19.00,$30任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003811,御品皇,菜肉包 3件,WELLCOME,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003811,御品皇,菜肉包 3件,JASONS,15.00,$38任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003812,御品皇,小籠包 15件,WELLCOME,16.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,點心,P000003812,御品皇,小籠包 15件,JASONS,16.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000003723,荷美爾,煙火腿 8安士 227克,WELLCOME,80.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000003723,荷美爾,煙火腿 8安士 227克,PARKNSHOP,68.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000003723,荷美爾,煙火腿 8安士 227克,JASONS,80.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000543,金妹牌,火腿片 200克,WELLCOME,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000543,金妹牌,火腿片 200克,PARKNSHOP,33.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000543,金妹牌,火腿片 200克,JASONS,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000544,金妹牌,三文治火腿片 200克,WELLCOME,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000544,金妹牌,三文治火腿片 200克,PARKNSHOP,33.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000000544,金妹牌,三文治火腿片 200克,JASONS,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004338,御品皇,火腿片１磅裝 454克,WELLCOME,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004338,御品皇,火腿片１磅裝 454克,JASONS,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004341,御品皇,火腿扒１磅裝 454克,WELLCOME,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004341,御品皇,火腿扒１磅裝 454克,JASONS,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004337,御品皇,三文治火腿片１磅裝,WELLCOME,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,火腿,P000004337,御品皇,三文治火腿片１磅裝,JASONS,30.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002045,荷美爾,煙燻腩片 12安士,WELLCOME,78.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002045,荷美爾,煙燻腩片 12安士,PARKNSHOP,94.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002045,荷美爾,煙燻腩片 12安士,JASONS,78.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002265,金妹牌,煙肉片160g,WELLCOME,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002265,金妹牌,煙肉片160g,PARKNSHOP,37.80,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000002265,金妹牌,煙肉片160g,JASONS,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000004082,御品皇,加拿大式煙肉片 120克,WELLCOME,21.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,煙肉,P000004082,御品皇,加拿大式煙肉片 120克,JASONS,21.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000001107,尊遜牌,煙燻芝士腸 Beddar with Cheddar (12.7安士) 360克,PARKNSHOP,67.80,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000001110,尊遜牌,煙燻辣肉腸 Hot & Spicy (14安士) 396克,PARKNSHOP,67.80,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000641,金妹牌,脆皮雞尾腸 160克,WELLCOME,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000641,金妹牌,脆皮雞尾腸 160克,PARKNSHOP,33.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000641,金妹牌,脆皮雞尾腸 160克,JASONS,34.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000132,美國廚師牌,高級雞肉腸 340.2克,WELLCOME,33.00,$49任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000132,美國廚師牌,高級雞肉腸 340.2克,PARKNSHOP,29.90,買2件慳$10.80
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000000132,美國廚師牌,高級雞肉腸 340.2克,JASONS,33.00,$49任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000004081,御品皇,芝士雞尾腸 300克,WELLCOME,32.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000004081,御品皇,芝士雞尾腸 300克,JASONS,32.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000004080,御品皇,法蘭克福腸 200克,WELLCOME,21.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,香腸,P000004080,御品皇,法蘭克福腸 200克,JASONS,21.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,豬手,P000002431,金豬嘜,金豬嘜咸豬手 800克,WELLCOME,49.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,豬手,P000002431,金豬嘜,金豬嘜咸豬手 800克,JASONS,49.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000003725,阿中丸子,香菇貢丸 300克,JASONS,40.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000002614,四海,墨魚味魚丸 170克,WELLCOME,25.00,$56任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000002614,四海,墨魚味魚丸 170克,PARKNSHOP,26.00,買2件慳$15.10
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000002614,四海,墨魚味魚丸 170克,JASONS,25.00,$56任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000532,四海,魚蛋 170克,WELLCOME,25.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000532,四海,魚蛋 170克,PARKNSHOP,17.00,買2件慳$7.10
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000532,四海,魚蛋 170克,JASONS,25.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000529,四海,炸魚蛋 170克,WELLCOME,25.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000529,四海,炸魚蛋 170克,PARKNSHOP,17.00,買2件慳$7.10
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000000529,四海,炸魚蛋 170克,JASONS,25.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000003724,大埔振興,牛筋丸 180克,WELLCOME,49.90,任揀2件或以上即享9折
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000003724,大埔振興,牛筋丸 180克,PARKNSHOP,49.00,買2件慳$10.00
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000003724,大埔振興,牛筋丸 180克,JASONS,49.90,任揀2件或以上即享9折
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000003726,臺灣北港,墨魚魚丸 454克,PARKNSHOP,39.00,買2件慳$9.10
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004419,御品皇,牛筋丸 170克,WELLCOME,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004419,御品皇,牛筋丸 170克,JASONS,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004422,御品皇,墨魚丸 170克,WELLCOME,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004422,御品皇,墨魚丸 170克,JASONS,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004439,御品皇,炸魚丸 170克,WELLCOME,14.00,$25任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004439,御品皇,炸魚丸 170克,JASONS,14.00,$25任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004424,御品皇,香菇貢丸 170克,WELLCOME,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,丸類,P000004424,御品皇,香菇貢丸 170克,JASONS,20.00,$28任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000003497,好e食,卡邦尼闊條麵 260克,WELLCOME,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000003497,好e食,卡邦尼闊條麵 260克,PARKNSHOP,24.90,買2件慳$9.80
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000003497,好e食,卡邦尼闊條麵 260克,JASONS,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000000197,好e食,蕃茄肉醬意粉 285克,WELLCOME,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000000197,好e食,蕃茄肉醬意粉 285克,JASONS,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000000473,好e食,白汁煙肉蘑菇意粉 320克,WELLCOME,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000000473,好e食,白汁煙肉蘑菇意粉 320克,PARKNSHOP,24.90,買2件慳$9.80
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,粥 / 麵 / 意粉,P000000473,好e食,白汁煙肉蘑菇意粉 320克,JASONS,23.00,$49任揀3件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000000020,利川,芝麻湯圓 200克,WELLCOME,15.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000000020,利川,芝麻湯圓 200克,PARKNSHOP,15.90,買2件慳$5.80
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000000020,利川,芝麻湯圓 200克,JASONS,15.90,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000003086,小寧波,蔴蓉湯圓 24粒 240克,WELLCOME,40.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000003086,小寧波,蔴蓉湯圓 24粒 240克,PARKNSHOP,36.00,買2件慳$10.00
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,甜品,P000003086,小寧波,蔴蓉湯圓 24粒 240克,JASONS,40.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,糕點,P000003499,Dr. Oetker,馬蘇里拉芝士薄餅 335克,WELLCOME,55.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,糕點,P000003499,Dr. Oetker,馬蘇里拉芝士薄餅 335克,JASONS,55.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,糕點,P000003498,Forever,藍苺比高 11.5安士 326克,PARKNSHOP,55.00,
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,糕點,P000004428,Meadows,原味烙餅 325克,WELLCOME,17.00,$30任揀2件
粉麵 / 煮食用料 / 冷凍加工食品,急凍加工食品 / 冷藏加工食品,糕點,P000004428,Meadows,原味烙餅 325克,JASONS,17.00,$30任揀2件
飲品,汽水,樽裝,P000000318,七喜,七喜 - 樽裝 1.25公升,PARKNSHOP,8.50,
飲品,汽水,樽裝,P000003440,賓得寶,健怡薑啤 375毫升,WELLCOME,20.00,$30任揀2件
飲品,汽水,樽裝,P000003440,賓得寶,健怡薑啤 375毫升,JASONS,20.00,$30任揀2件
飲品,汽水,樽裝,P000000823,可口可樂,可樂 - 樽裝 1.25公升,WELLCOME,10.00,
飲品,汽水,樽裝,P000000823,可口可樂,可樂 - 樽裝 1.25公升,PARKNSHOP,14.00,買2件慳$8.00
飲品,汽水,樽裝,P000000823,可口可樂,可樂 - 樽裝 1.25公升,JASONS,10.00,
飲品,汽水,樽裝,P000000491,可口可樂,可樂 - 樽裝 2公升,WELLCOME,15.00,
飲品,汽水,樽裝,P000000491,可口可樂,可樂 - 樽裝 2公升,PARKNSHOP,17.00,
飲品,汽水,樽裝,P000000491,可口可樂,可樂 - 樽裝 2公升,JASONS,15.00,
飲品,汽水,樽裝,P000002423,可口可樂,可樂 - 樽裝 500毫升,WELLCOME,7.50,
飲品,汽水,樽裝,P000002423,可口可樂,可樂 - 樽裝 500毫升,PARKNSHOP,10.00,
飲品,汽水,樽裝,P000002423,可口可樂,可樂 - 樽裝 500毫升,JASONS,7.50,
飲品,汽水,樽裝,P000003438,可口可樂,加系可樂膳食纖維 (無糖) - 樽裝 500毫升,WELLCOME,9.00,
飲品,汽水,樽裝,P000003438,可口可樂,加系可樂膳食纖維 (無糖) - 樽裝 500毫升,PARKNSHOP,10.50,
飲品,汽水,樽裝,P000003438,可口可樂,加系可樂膳食纖維 (無糖) - 樽裝 500毫升,JASONS,9.00,
飲品,汽水,樽裝,P000003439,可口可樂,零系可樂 - 樽裝 500毫升,WELLCOME,7.50,
飲品,汽水,樽裝,P000003439,可口可樂,零系可樂 - 樽裝 500毫升,PARKNSHOP,10.00,
飲品,汽水,樽裝,P000003439,可口可樂,零系可樂 - 樽裝 500毫升,JASONS,7.50,
飲品,汽水,樽裝,P000003319,可口可樂,零系可樂 - 樽裝 1.25公升,WELLCOME,10.00,
飲品,汽水,樽裝,P000003319,可口可樂,零系可樂 - 樽裝 1.25公升,PARKNSHOP,14.00,買2件慳$8.00
飲品,汽水,樽裝,P000003319,可口可樂,零系可樂 - 樽裝 1.25公升,JASONS,10.00,
飲品,汽水,樽裝,P000000496,芬達,橙汁汽水 - 樽裝 2公升,PARKNSHOP,17.00,
飲品,汽水,樽裝,P000000354,雪碧,雪碧 - 樽裝 1.25公升,PARKNSHOP,14.00,買2件慳$8.00
飲品,汽水,樽裝,P000000171,雪碧,檸檬青檸味汽水 - 樽裝 500毫升,WELLCOME,7.50,
飲品,汽水,樽裝,P000000171,雪碧,檸檬青檸味汽水 - 樽裝 500毫升,PARKNSHOP,10.00,
飲品,汽水,樽裝,P000000171,雪碧,檸檬青檸味汽水 - 樽裝 500毫升,JASONS,7.50,
飲品,汽水,樽裝,P000000977,三得利,C.C. Lemon 檸檬水 - 樽裝 500毫升,WELLCOME,8.50,
飲品,汽水,樽裝,P000000977,三得利,C.C. Lemon 檸檬水 - 樽裝 500毫升,PARKNSHOP,8.50,
飲品,汽水,樽裝,P000000977,三得利,C.C. Lemon 檸檬水 - 樽裝 500毫升,JASONS,8.50,
飲品,汽水,罐裝,P000000002,七喜,七喜碳酸飲料 - 罐裝 330毫升 x 8,WELLCOME,32.00,$58任揀2件
飲品,汽水,罐裝,P000000002,七喜,七喜碳酸飲料 - 罐裝 330毫升 x 8,PARKNSHOP,28.50,
飲品,汽水,罐裝,P000000002,七喜,七喜碳酸飲料 - 罐裝 330毫升 x 8,JASONS,32.00,$58任揀2件
飲品,汽水,罐裝,P000003437,七喜,輕怡七喜碳酸飲料 - 罐裝 330毫升 x 8,WELLCOME,32.00,$58任揀2件
飲品,汽水,罐裝,P000003437,七喜,輕怡七喜碳酸飲料 - 罐裝 330毫升 x 8,PARKNSHOP,28.50,
飲品,汽水,罐裝,P000003437,七喜,輕怡七喜碳酸飲料 - 罐裝 330毫升 x 8,JASONS,32.00,$58任揀2件
飲品,汽水,罐裝,P000000515,可口可樂,可樂 - 罐裝 330毫升 x 8,WELLCOME,40.00,
飲品,汽水,罐裝,P000000515,可口可樂,可樂 - 罐裝 330毫升 x 8,PARKNSHOP,40.00,買2件慳$24.10
飲品,汽水,罐裝,P000000515,可口可樂,可樂 - 罐裝 330毫升 x 8,JASONS,40.00,
飲品,汽水,罐裝,P000000027,可口可樂,可樂 - 罐裝 330毫升 x 12,WELLCOME,46.00,
飲品,汽水,罐裝,P000000027,可口可樂,可樂 - 罐裝 330毫升 x 12,PARKNSHOP,51.00,
飲品,汽水,罐裝,P000000027,可口可樂,可樂 - 罐裝 330毫升 x 12,JASONS,46.00,
飲品,汽水,罐裝,P000000413,可口可樂,零系可樂 Zero - 罐裝 330毫升 x 8,WELLCOME,40.00,
飲品,汽水,罐裝,P000000413,可口可樂,零系可樂 Zero - 罐裝 330毫升 x 8,PARKNSHOP,40.00,買2件慳$24.10
飲品,汽水,罐裝,P000000413,可口可樂,零系可樂 Zero - 罐裝 330毫升 x 8,JASONS,40.00,
飲品,汽水,罐裝,P000000028,可口可樂,檸檬味可樂 Light - 罐裝 330毫升 x 8,WELLCOME,40.00,
飲品,汽水,罐裝,P000000028,可口可樂,檸檬味可樂 Light - 罐裝 330毫升 x 8,JASONS,40.00,
飲品,汽水,罐裝,P000003443,芬達,橙味汽水 - 罐裝 330毫升 x 8,WELLCOME,40.00,
飲品,汽水,罐裝,P000003443,芬達,橙味汽水 - 罐裝 330毫升 x 8,PARKNSHOP,40.00,買2件慳$24.10
飲品,汽水,罐裝,P000003443,芬達,橙味汽水 - 罐裝 330毫升 x 8,JASONS,40.00,
飲品,汽水,罐裝,P000000340,百事,可樂 - 罐裝 330毫升 x 8,WELLCOME,32.00,$58任揀2件
飲品,汽水,罐裝,P000000340,百事,可樂 - 罐裝 330毫升 x 8,PARKNSHOP,28.50,
飲品,汽水,罐裝,P000000340,百事,可樂 - 罐裝 330毫升 x 8,JASONS,32.00,$58任揀2件
飲品,汽水,罐裝,P000001712,玉泉,+C有汽檸檬味飲品 - 罐裝 330毫升 x 8,PARKNSHOP,40.00,買2件慳$24.10
